BHK,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
1,400,2,2,2,1,1,1,12000
1,70,1,2,2,1,1,0,15000
1,450,2,2,0,1,1,0,18000
2,900,2,2,2,1,1,0,18000
1,42,1,2,1,1,1,0,10000
1,400,2,2,0,1,1,1,16000
2,900,2,2,1,0,2,0,20000
4,1500,2,2,1,1,2,1,28000
1,70,1,2,1,1,1,0,7000
2,450,2,2,0,1,1,0,30000
2,900,2,2,1,1,1,0,15000
1,500,2,2,2,1,1,0,8000
1,400,2,2,2,1,2,1,9000
3,150,2,2,1,0,2,1,33500
1,450,2,2,2,1,1,0,9500
2,540,1,2,2,1,1,0,10000
1,400,2,2,0,1,1,1,20000
1,450,2,2,2,1,1,1,10000
1,700,1,2,2,1,1,0,15000
3,1450,2,2,0,0,2,1,55000
2,1000,2,2,1,0,2,1,20000
2,550,2,2,1,0,2,1,16000
2,900,2,2,0,1,2,0,23000
3,300,1,2,1,1,3,1,150000
2,1100,1,2,2,1,2,0,25000
1,600,2,2,1,0,1,1,9000
1,450,1,2,1,0,1,0,11000
2,550,2,2,2,1,1,1,11500
3,1000,1,2,2,1,2,1,16000
3,1250,2,2,2,0,2,1,23000
4,1950,2,2,1,1,4,1,30000
3,1750,2,2,1,0,4,1,110000
1,25,1,2,2,1,1,0,3500
2,700,2,2,2,0,1,1,12100
2,1800,2,2,2,0,1,0,19000
2,1000,1,2,0,1,2,0,40000
2,200,1,2,2,1,1,0,8000
3,1700,2,2,1,0,3,1,42000
3,70,1,2,1,1,2,0,13000
3,1700,2,2,1,0,3,1,44000
1,450,2,2,1,0,1,1,11000
3,1350,2,2,1,0,3,1,40000
4,2550,1,2,1,1,4,1,150000
2,650,2,2,2,1,2,1,13000
2,650,2,2,1,1,2,1,17500
3,1250,2,2,2,1,3,1,14500
3,1250,2,2,2,0,2,1,24000
3,1000,2,2,2,1,2,0,30000
1,500,1,2,1,1,1,0,10000
1,500,2,2,1,1,1,1,10000
3,1550,2,2,1,0,3,1,90000
4,3800,2,2,1,1,5,1,280000
2,1150,1,2,2,0,2,0,32000
3,2000,2,2,2,1,3,1,80000
1,30,2,2,0,1,1,0,5500
1,50,2,2,1,0,1,0,6000
3,1205,1,2,0,1,2,0,30000
3,1450,2,2,1,0,2,1,42000
1,200,1,2,2,1,1,0,5500
2,350,1,2,1,1,2,0,7000
2,700,1,2,2,0,1,0,10000
1,400,2,2,0,1,1,1,17000
1,700,1,2,1,1,1,0,18000
2,1000,2,2,1,0,2,1,14000
1,450,2,2,0,1,1,1,17000
3,1200,1,2,1,2,2,0,27000
3,1200,2,2,1,0,2,1,25000
2,900,1,2,1,1,2,0,23000
2,84,2,2,0,0,2,1,24500
1,200,2,2,2,1,1,0,10000
2,1300,1,2,2,0,2,1,35000
2,1300,2,2,0,1,2,0,27000
1,200,2,2,2,0,1,1,7000
1,300,2,2,1,1,1,1,5000
2,550,2,2,2,1,1,0,5000
2,950,1,2,1,0,1,0,12000
2,750,2,2,0,1,2,1,30000
2,950,2,2,1,1,2,0,25000
1,350,2,2,1,1,1,1,6000
3,2000,1,2,2,1,3,0,45000
3,180,2,2,2,0,3,1,40000
2,60,1,2,1,1,1,0,8500
2,950,2,2,2,0,1,1,16500
3,1400,2,2,1,1,3,1,100000
3,200,2,2,2,1,2,0,52000
1,450,2,2,0,1,1,1,12500
2,600,1,2,2,1,2,0,14000
1,350,1,2,2,1,1,0,15000
1,300,2,2,0,0,1,0,5000
2,95,2,2,1,1,2,1,40000
1,550,1,2,0,1,1,0,17000
3,900,1,2,0,1,3,0,15000
1,25,1,2,1,1,1,0,6000
3,325,2,2,2,0,3,1,85000
2,80,1,2,1,1,2,0,18000
2,77,1,2,2,1,1,0,7500
2,60,1,2,1,1,1,0,10000
1,100,1,2,0,1,1,0,9000
3,1300,1,2,1,1,2,0,24000
2,500,2,2,1,1,2,1,12000
2,500,2,2,1,1,2,1,10500
2,1200,1,2,1,1,2,0,31000
1,250,1,2,1,1,1,0,9000
2,700,1,2,1,1,1,0,9000
3,1050,2,2,2,2,2,1,27000
2,500,2,2,1,1,2,1,12500
2,1100,1,1,1,0,2,0,15000
2,1000,1,1,1,1,2,0,6500
3,2400,2,1,1,1,3,1,90000
3,3000,1,1,0,2,4,1,200000
1,650,2,1,1,1,1,0,15000
2,1000,2,1,1,0,2,0,15000
2,700,1,1,2,1,2,0,7600
3,1200,2,1,1,0,3,1,29000
3,1710,1,1,1,1,3,0,20000
2,600,1,1,0,1,2,0,12000
2,1080,1,1,2,1,2,0,10500
2,1300,1,1,1,1,2,0,29000
2,1027,1,1,1,0,2,1,26000
3,1350,1,1,0,2,3,0,25000
2,950,1,1,2,2,2,0,10000
2,1300,1,1,2,1,2,0,14000
2,600,1,1,2,1,1,0,6000
3,1428,1,1,2,0,2,0,40000
2,920,2,1,1,1,2,0,23000
2,600,2,1,1,1,2,0,10000
2,810,2,1,2,0,1,0,10000
2,1200,1,1,1,1,2,0,15000
1,550,1,1,1,1,1,0,11000
2,600,1,1,2,2,1,0,20000
2,850,1,1,0,1,1,0,15000
4,2117,2,1,1,1,4,0,22000
2,900,1,1,2,0,2,0,6000
2,1000,1,1,1,1,2,0,20000
1,500,1,1,2,1,1,0,6500
2,800,1,1,1,1,1,0,12000
2,1550,1,1,1,1,3,0,27000
2,1500,1,1,2,1,2,0,15000
3,1700,2,1,0,1,6,0,20000
2,700,1,1,1,1,2,0,22000
1,400,1,1,2,1,1,0,7000
2,450,1,1,1,1,1,0,7000
1,500,1,1,0,1,1,0,6500
2,770,1,1,1,1,2,0,9000
1,150,1,1,1,1,1,0,4500
2,850,1,1,2,2,2,0,12000
2,1100,2,1,1,0,2,0,18000
2,650,2,1,2,1,1,0,8000
1,550,1,1,2,1,1,0,5000
2,1000,1,1,2,1,2,0,14000
1,250,1,1,1,1,1,0,6500
2,790,2,1,1,1,2,0,10000
2,600,1,1,1,1,2,0,13000
2,700,1,1,2,1,2,0,11200
1,550,2,1,2,1,1,0,8900
1,500,1,1,2,1,1,0,12000
3,1800,2,1,2,0,3,1,45000
3,1550,2,1,1,0,2,1,35000
3,1462,2,1,1,2,3,1,34999
2,970,2,1,1,0,2,0,11000
3,2300,2,1,1,0,3,1,150000
2,700,1,1,2,1,1,0,15000
2,674,2,1,2,0,2,0,15000
2,750,2,1,2,2,2,0,10000
2,1000,1,1,1,1,2,0,12000
2,1030,2,1,1,1,2,0,10000
3,1540,2,1,0,0,2,0,35000
3,1800,2,1,2,0,3,1,40000
2,1100,1,1,2,1,2,0,24000
2,985,1,1,2,1,2,0,12000
2,1200,2,1,1,1,2,1,30000
2,1200,1,1,2,1,2,0,10000
2,900,1,1,2,1,2,0,15000
2,800,2,1,2,1,2,1,33000
2,800,1,1,1,1,2,0,9000
3,1500,1,1,1,1,3,0,30000
2,680,1,1,2,1,2,0,13000
2,800,1,1,1,1,2,0,15000
2,875,1,1,1,0,2,0,12000
2,880,2,1,1,2,2,0,20000
3,1500,1,1,1,1,3,0,36000
2,950,1,1,2,1,2,0,10000
2,850,1,1,1,1,2,0,16000
1,700,1,1,1,1,1,0,6000
3,2000,1,1,1,2,2,0,22000
1,450,1,1,2,1,1,0,6000
1,400,1,1,2,1,1,0,6500
1,350,1,1,2,1,1,0,3000
3,1650,2,1,1,2,3,0,27000
2,800,1,1,2,1,1,0,8000
2,600,1,1,2,1,1,0,12500
2,800,1,1,2,1,1,0,11000
3,1600,1,1,1,1,3,0,40000
2,700,2,1,2,0,2,1,15000
2,800,1,1,1,1,2,0,8000
3,2120,1,1,0,1,3,0,34000
1,560,1,1,2,1,1,0,7500
1,420,2,1,2,0,1,0,14000
2,1000,0,1,0,1,2,0,15000
3,1330,1,1,1,1,3,0,21000
3,930,1,1,1,2,2,0,12000
3,1900,2,1,1,2,3,1,75000
2,1200,1,1,0,1,2,0,15000
1,350,1,1,2,1,1,0,6000
3,1000,1,1,1,1,1,0,20500
2,1210,1,1,1,1,2,0,13500
2,750,2,1,2,1,2,0,10000
3,1150,2,1,1,1,3,0,15000
2,800,2,1,2,2,2,0,11000
2,930,2,1,0,2,2,0,12000
2,2800,2,1,2,2,2,0,15000
2,800,2,1,1,2,2,1,20000
2,850,1,1,2,1,2,0,24000
2,650,1,1,1,1,2,0,16000
2,770,1,1,2,2,1,0,10000
3,1800,2,1,1,0,3,0,30000
3,1100,2,1,1,1,2,1,26000
2,950,1,1,1,1,2,0,10000
3,1250,1,1,1,1,2,0,15000
1,400,1,1,2,1,1,0,9000
2,575,2,1,1,1,2,0,9000
2,1234,1,1,1,1,2,0,15000
2,870,2,1,1,1,2,0,12000
2,1162,1,1,1,1,2,1,20000
3,2200,1,1,2,0,3,0,15000
1,500,1,1,2,1,1,0,8000
3,900,1,1,2,1,1,0,13000
1,600,1,1,2,1,1,0,6800
2,600,1,1,0,1,1,0,9000
3,1600,2,1,0,1,3,0,14000
4,2400,2,1,2,1,4,1,55000
3,1600,2,1,1,0,3,1,50000
1,400,2,1,2,1,1,0,8000
2,1000,1,1,1,1,2,0,16000
2,600,2,1,2,0,2,0,15000
2,750,2,1,2,0,2,0,15000
2,700,1,1,1,1,2,0,15000
4,2200,1,1,1,2,5,0,75000
1,500,1,1,1,1,1,0,9000
1,700,1,1,2,1,1,0,6500
3,1480,1,1,0,1,2,0,17000
3,1700,2,1,0,0,3,1,49000
2,830,1,1,1,1,2,0,15000
3,1425,2,1,1,1,2,0,25000
3,1550,2,1,2,0,3,1,40000
1,200,1,1,1,1,1,0,8000
2,1200,2,1,1,1,2,0,17500
3,800,1,1,1,1,2,0,11000
3,1261,2,1,1,1,3,0,8500
2,425,2,1,1,1,2,0,11000
2,940,1,1,2,1,2,0,12500
3,2300,2,1,1,0,3,1,90000
2,700,1,1,2,1,2,0,14000
3,2400,2,1,0,1,3,1,150000
2,1145,1,1,1,0,2,0,25000
2,750,1,1,1,1,2,1,18000
3,1250,1,1,1,1,3,0,17000
2,900,1,1,2,1,2,0,8500
3,800,2,1,1,0,2,0,15000
2,800,1,1,1,1,2,0,22000
2,900,1,1,1,1,2,0,15000
2,600,1,1,2,1,1,0,10000
1,250,1,1,2,1,1,0,5000
2,910,1,1,1,1,2,0,10000
3,1350,1,1,2,1,3,0,15000
3,450,2,1,1,0,3,0,34500
1,600,1,1,2,1,1,0,8000
3,3600,2,1,1,1,3,1,330000
2,800,2,1,2,2,2,0,22000
2,850,2,1,2,2,2,0,13000
2,1000,1,1,1,1,2,0,6500
2,900,2,1,1,0,2,1,18000
3,2400,1,1,0,1,3,0,30000
1,400,2,1,2,1,1,0,8500
4,1900,2,1,1,2,4,1,20000
2,900,1,1,1,1,2,0,12000
2,805,1,1,1,1,2,0,18000
2,1200,1,1,2,1,2,0,19000
2,800,1,1,0,1,2,0,12000
3,1158,2,1,1,1,2,0,16000
1,400,1,1,2,1,1,0,5700
1,450,1,1,2,1,1,0,15000
2,960,1,1,1,2,2,0,11000
3,1400,1,1,1,1,2,0,17000
2,970,1,1,0,1,2,0,18000
2,1000,1,1,2,1,2,0,9500
2,900,2,1,1,1,2,0,12000
2,800,1,1,1,1,2,0,8000
2,1100,2,1,1,2,1,0,12000
2,800,1,1,2,1,2,0,16000
2,800,1,1,2,1,1,0,8000
2,898,1,1,1,2,2,0,10000
2,800,2,1,1,1,2,0,15000
2,600,1,1,2,1,1,0,7500
3,2000,2,1,0,1,3,0,30000
2,870,1,1,2,1,2,0,16000
2,1100,2,1,1,2,2,1,14000
2,650,2,1,2,1,2,0,10000
3,1100,2,1,2,0,2,1,25000
2,1250,2,1,1,1,2,0,11500
2,1145,1,1,2,1,2,0,11000
2,780,1,1,1,1,2,0,10000
1,680,1,1,2,1,1,0,7000
2,860,1,1,1,1,2,0,18000
1,600,1,1,2,1,1,0,7500
2,750,2,1,1,1,1,0,7500
2,800,1,1,2,1,2,0,12000
2,570,2,1,2,1,2,0,12000
2,1150,1,1,0,1,2,0,40000
1,350,1,1,2,1,1,0,5000
2,894,1,1,1,1,2,0,20000
1,600,1,1,1,1,1,0,6500
3,900,1,1,1,1,2,0,12000
1,550,1,1,2,1,1,0,12000
2,717,1,1,1,1,2,0,14000
2,660,2,1,1,2,2,1,13000
1,700,2,1,1,2,1,0,9000
1,800,1,1,1,1,1,0,10000
3,1070,1,1,2,2,2,0,15000
2,1000,1,1,1,2,2,0,15000
2,1500,1,1,1,1,2,0,19000
2,900,1,1,2,1,2,0,15000
2,1700,1,1,2,1,2,0,16000
2,900,1,1,1,1,2,0,12000
2,805,1,1,2,1,2,0,11000
2,750,1,1,2,1,2,0,8000
2,1000,1,1,0,1,2,0,10000
3,1500,2,1,0,1,3,0,70000
3,3200,1,1,2,1,3,0,45000
3,1700,2,1,1,1,3,1,60000
2,1000,1,1,1,1,2,0,12000
3,2036,1,1,1,0,3,1,80000
2,610,2,1,0,1,1,1,23999
2,1100,1,1,0,1,2,0,23000
2,900,2,1,1,0,2,0,16000
2,840,1,1,1,1,2,0,14000
3,965,1,1,1,1,2,0,13000
2,800,1,1,2,1,2,0,14000
1,700,1,1,2,1,2,0,7000
1,600,1,1,2,0,1,0,3500
1,650,2,1,1,2,2,0,12000
1,320,1,1,2,1,1,0,8000
2,700,1,1,1,1,1,0,25000
2,850,1,1,2,1,2,0,12000
1,550,1,1,2,1,1,0,7000
3,1400,2,1,1,2,3,0,20000
2,1300,1,1,2,1,2,0,18000
2,1125,1,1,1,1,2,0,15000
2,780,2,1,1,2,2,0,11000
3,2200,2,1,2,0,3,1,65000
3,2500,2,1,2,1,3,1,75000
1,1300,1,1,0,0,2,0,15000
2,619,2,1,0,1,1,0,12000
2,700,2,1,1,1,1,0,8500
3,2100,1,1,1,1,3,0,38000
3,2000,1,1,2,1,3,0,30000
1,700,1,1,1,1,1,0,9000
3,2000,1,1,1,1,3,0,25000
2,600,2,1,2,1,2,0,9000
1,550,2,1,2,0,2,0,8500
1,300,1,1,2,1,1,0,7000
2,800,2,1,1,0,2,1,25000
2,850,1,1,2,1,2,0,8500
1,450,2,1,1,1,1,0,6500
1,500,1,1,2,1,1,0,7000
1,115,1,1,2,0,1,0,4500
2,800,2,1,2,1,2,0,22000
2,600,1,1,1,2,1,0,10000
2,800,1,1,2,1,2,0,16000
3,1725,1,1,0,1,2,1,85000
2,1330,2,1,0,1,2,0,15000
3,2064,1,1,1,2,4,0,25000
1,700,1,1,1,1,1,0,9000
2,900,1,1,1,1,2,0,20000
2,1066,1,1,2,2,2,0,15000
2,700,2,1,1,0,2,0,9000
2,900,1,1,0,1,2,0,14000
2,700,1,1,1,1,2,0,15000
3,950,2,1,1,1,2,0,14000
2,850,1,1,2,1,2,0,8000
2,600,2,1,0,1,2,1,13500
2,750,1,1,1,0,2,0,12000
2,850,1,1,2,1,2,0,7500
3,1650,2,1,1,0,3,0,20000
2,960,1,1,2,2,2,0,11000
2,1200,2,1,2,0,2,0,11000
2,650,2,1,0,1,2,0,17500
2,800,2,1,2,1,2,0,8000
3,1350,1,1,1,1,3,0,25000
2,560,2,1,1,2,2,0,12000
1,250,1,1,2,1,1,0,5250
2,685,1,1,2,0,2,0,25000
2,1021,1,1,1,1,2,0,14000
3,1200,2,1,2,1,3,0,24000
3,1557,1,1,1,1,3,0,35000
2,550,1,1,2,1,1,1,8000
2,800,1,1,1,1,2,0,16000
3,917,2,1,1,2,2,0,28000
2,960,1,1,1,1,2,0,16000
2,1000,1,1,2,1,2,0,13000
2,1000,1,1,0,0,2,1,35000
1,579,1,1,1,1,1,0,11000
1,800,2,1,2,1,1,0,5000
2,1100,2,1,2,0,2,1,23000
2,635,2,1,1,0,2,0,11000
3,1700,2,1,1,1,3,0,25000
1,600,1,1,2,1,1,0,4500
4,2500,2,1,2,1,4,1,100000
3,1920,1,1,1,2,3,1,47500
2,850,1,1,1,0,2,0,7500
3,1850,1,1,2,0,3,0,16500
2,1375,2,1,0,2,1,0,18000
2,700,1,1,2,1,2,0,7000
1,700,1,1,2,1,2,0,8000
1,675,1,1,2,1,1,0,10000
3,900,1,1,2,1,2,0,7000
2,1020,2,1,0,1,2,0,35000
4,3000,2,1,2,0,4,1,100000
2,800,2,1,1,0,1,0,13000
2,600,1,1,2,1,1,0,10000
2,890,1,1,2,2,2,0,14000
3,1700,1,1,1,1,3,1,46000
4,2000,2,1,1,0,3,1,65000
2,800,2,1,1,1,2,0,9000
3,1002,1,1,0,1,2,0,13500
3,1225,2,1,1,1,3,1,29000
2,610,2,1,0,1,1,1,23999
3,1200,1,1,1,2,3,0,26000
2,850,1,1,2,1,2,0,8200
1,500,1,1,1,2,1,0,15000
2,778,1,1,2,1,2,0,10000
2,850,2,1,2,0,2,0,20000
2,800,2,1,2,1,2,0,15000
2,1200,1,1,1,1,2,0,14000
2,750,1,1,2,1,2,0,11000
1,550,1,1,2,1,1,0,6500
3,1567,2,1,0,1,3,0,26000
1,650,1,1,1,1,1,0,7500
2,1150,2,1,2,0,2,0,14500
6,4500,2,1,1,0,5,1,280000
2,900,1,1,2,1,2,0,12000
3,1450,2,1,2,0,2,1,45000
2,850,1,1,1,1,2,0,22000
1,550,1,1,2,1,1,0,7000
1,600,2,1,2,1,1,0,7000
2,1200,1,1,0,1,2,0,45000
4,1450,1,1,1,1,4,0,20000
2,560,2,1,1,2,2,0,14000
2,1113,1,1,1,2,2,0,18000
3,1600,1,1,1,1,4,0,20000
1,550,2,1,2,1,1,0,10000
2,1200,2,1,2,1,2,1,25000
2,900,1,1,1,2,2,0,18000
1,800,1,1,2,2,1,0,5000
2,1200,1,1,1,1,2,0,12000
2,1000,1,1,1,1,2,0,13000
2,1100,1,1,1,1,2,0,30000
2,700,1,1,0,1,1,0,9000
1,650,1,1,2,1,1,0,12000
3,1500,2,1,1,2,2,0,30000
3,1175,2,1,0,0,2,0,20000
2,750,1,1,2,1,2,0,12000
2,1010,1,1,1,1,2,0,9500
2,1050,1,1,1,2,2,1,22000
3,1060,2,1,2,0,2,0,23000
2,900,1,1,2,1,2,0,9500
2,1000,1,1,1,2,2,0,13500
1,450,1,1,2,1,1,0,12000
3,1600,2,1,1,1,3,1,33000
3,1760,1,1,1,1,3,0,33000
2,618,2,1,1,1,2,1,18999
3,1220,1,1,1,1,2,0,18000
1,580,1,1,2,1,1,0,8500
3,1651,1,1,1,2,3,0,20000
2,705,2,1,1,1,2,0,9000
1,700,1,1,2,1,1,0,7000
3,1700,2,1,0,1,3,1,53000
2,901,1,1,2,1,2,0,14000
2,1100,1,1,0,1,2,0,21000
3,1120,1,1,1,1,2,0,16000
2,1300,2,1,1,0,2,1,26000
3,1350,1,1,0,0,3,0,20000
2,1340,1,1,1,2,2,0,25000
1,250,1,1,2,1,1,0,10000
2,700,2,1,1,1,2,0,11500
2,650,2,1,2,0,2,0,15000
1,490,1,1,1,1,1,0,4200
2,700,2,1,2,1,1,0,9500
1,580,1,1,2,1,2,0,8000
2,1400,2,1,1,0,3,0,16000
2,850,2,1,1,1,2,0,12000
2,850,2,1,1,1,2,0,12000
2,900,1,1,2,1,2,0,12000
2,780,1,1,0,1,2,0,13000
3,1246,1,1,1,1,2,0,15723
1,300,1,1,1,1,1,0,6000
2,900,1,1,2,1,2,0,10000
1,350,1,1,2,1,1,0,3000
2,900,1,1,2,1,2,0,7500
2,1099,1,1,1,2,2,0,18000
3,1530,2,1,1,1,3,0,16500
3,2000,1,1,1,1,3,0,35000
3,1095,1,1,0,1,2,0,15000
2,780,2,1,2,2,2,0,7000
3,1300,2,1,2,1,3,1,38000
2,900,1,1,1,1,2,0,20000
1,450,1,1,2,1,1,0,7500
2,400,1,1,2,1,2,0,12500
3,900,1,1,1,1,2,0,16000
2,935,2,1,2,0,2,0,16000
1,450,1,1,2,1,1,0,8500
2,1020,2,1,0,1,2,1,30000
3,1280,1,1,1,1,2,0,16000
1,450,2,1,1,2,1,0,5700
2,1120,1,1,1,1,2,0,18000
2,1000,1,1,1,1,2,0,15000
2,1000,1,1,1,1,2,0,7500
2,750,1,1,2,1,2,0,9000
2,1000,1,1,1,1,2,0,13000
3,1100,1,1,2,1,2,0,25000
3,3000,1,1,0,1,3,1,130000
2,650,1,1,1,1,2,0,13000
3,1500,2,1,1,1,3,0,20000
1,500,1,1,2,1,1,0,18000
2,700,1,1,2,1,1,0,8000
1,450,1,1,0,1,1,0,16000
2,700,2,1,2,0,2,1,18000
2,1250,1,1,1,2,2,0,19000
2,700,1,1,2,1,2,0,7500
2,650,1,1,1,1,2,0,15000
2,850,1,1,1,1,2,0,19000
2,750,2,1,2,0,2,0,10000
3,1780,1,1,1,1,3,0,45000
2,980,1,1,2,1,2,0,20000
2,700,1,1,2,1,2,0,7500
2,600,2,1,1,1,2,1,14000
2,800,1,1,2,1,2,0,5000
2,1500,1,1,1,1,2,0,20000
3,1402,2,1,1,1,3,0,15000
3,1500,2,1,1,1,3,1,75000
3,1300,1,1,0,1,3,0,30000
3,1484,2,1,1,1,3,1,30000
1,630,2,1,1,0,1,0,12500
2,1150,2,1,1,1,2,1,24000
2,800,2,1,2,2,2,0,10000
2,600,2,1,1,0,2,0,12000
3,2200,1,1,2,1,3,1,45000
2,950,1,1,1,1,2,0,10500
2,700,1,1,2,1,2,0,6250
1,450,1,1,1,1,1,0,6000
1,150,2,1,2,0,1,0,7500
1,360,1,1,2,1,1,0,6300
1,750,1,1,1,1,1,0,7000
2,1065,1,1,1,2,2,0,14000
2,650,1,1,2,1,2,0,10000
2,1140,2,1,1,1,2,1,30000
3,1525,2,1,1,2,3,0,16000
3,1450,2,1,0,1,3,0,22000
2,1200,2,1,1,0,2,0,14000
2,1100,1,1,1,1,2,0,18000
2,700,1,1,1,2,2,0,10500
1,600,2,1,2,2,1,0,6000
3,1200,2,1,2,1,2,0,20000
3,2100,2,1,2,0,3,1,90000
2,950,1,1,1,1,2,0,13500
1,800,2,1,1,1,1,0,7000
2,900,2,1,2,0,2,0,12500
2,805,1,1,1,1,2,0,15000
2,800,2,1,2,0,2,0,14000
2,2300,2,1,0,0,2,0,28000
2,1200,1,1,1,1,2,0,9500
3,1200,2,1,1,1,2,0,16000
4,4000,1,1,1,0,4,1,120000
3,1500,2,1,2,1,2,0,20000
1,500,2,1,0,1,1,1,21000
2,1050,1,1,1,1,2,0,22000
4,2550,2,1,1,0,4,1,120000
2,650,2,1,2,0,2,0,15000
1,800,2,1,2,1,1,0,5000
2,1000,1,1,2,1,2,0,15000
2,900,1,1,1,1,2,0,19000
3,1475,1,1,1,1,3,0,37500
1,360,1,1,1,1,1,0,8000
3,1600,2,1,2,1,3,1,45000
1,550,1,1,2,1,1,0,5000
3,1800,1,1,2,0,2,0,30000
2,1000,1,1,2,1,2,0,17000
2,700,1,1,0,1,2,0,15000
1,500,1,1,1,1,1,0,3500
3,1132,1,1,1,1,2,1,25000
3,1400,2,1,1,1,3,0,17000
5,3300,1,1,1,1,5,0,50000
3,1400,2,1,1,1,3,0,22000
2,800,1,1,1,1,2,0,12000
3,80,2,1,1,1,2,0,10000
3,1000,2,1,1,1,3,0,10000
2,1020,1,1,1,1,2,1,26000
2,500,2,1,0,1,2,0,9000
2,900,1,1,0,1,2,0,12000
2,600,2,1,2,1,1,0,8500
2,1100,1,1,2,1,2,0,7000
2,1200,2,1,2,2,3,0,12000
2,650,2,1,2,1,2,0,12000
2,900,1,1,1,1,2,0,26000
3,100,2,1,2,1,2,0,13000
2,1100,2,1,2,1,2,0,30000
2,585,1,1,2,1,2,0,30000
2,740,1,1,2,1,2,0,12000
1,550,1,1,2,1,1,0,10000
2,786,1,1,0,1,2,0,13000
2,1100,2,1,2,2,2,0,13000
3,1500,1,1,1,0,3,1,40000
3,1440,2,1,1,1,3,0,25000
1,700,1,1,1,1,1,0,8000
1,450,1,1,2,1,1,0,6000
3,1200,1,1,1,1,2,0,17000
3,1785,1,1,1,2,3,0,17000
2,1050,1,1,1,1,2,0,15000
2,700,1,1,1,1,1,0,8500
2,450,2,1,2,1,1,0,8500
2,803,1,1,1,1,2,0,11000
3,1800,1,1,1,0,3,1,60000
2,985,2,1,2,0,2,0,18000
4,2880,1,1,1,0,3,1,70000
2,850,1,1,2,0,2,0,10000
3,1100,2,1,2,1,2,0,20000
2,1100,1,1,1,1,2,0,16000
2,1500,1,1,0,1,2,0,10000
3,1975,1,1,1,2,3,1,100000
1,400,1,1,2,1,1,0,7000
2,914,1,1,1,1,2,0,17000
2,1000,1,1,1,1,2,0,17000
3,1170,1,1,1,1,2,0,39000
1,350,1,1,2,1,1,0,6500
3,1120,2,1,2,0,2,0,15000
2,1100,1,1,2,1,2,0,17000
1,500,1,1,2,1,1,0,6800
3,1435,1,1,0,1,3,0,110000
1,200,2,1,1,1,1,0,8500
3,1444,1,1,1,0,3,1,65000
1,350,1,1,1,1,1,0,7500
2,800,1,1,1,1,2,0,10000
3,1503,2,1,1,2,2,0,34000
3,1200,1,1,2,1,3,0,17000
3,900,2,1,2,0,2,0,23000
1,625,1,1,1,1,1,0,17000
2,860,1,1,1,1,2,0,8500
2,960,1,1,2,1,2,0,10000
2,550,1,1,2,0,1,0,8000
3,1000,1,1,1,1,3,0,30000
1,520,1,1,1,1,1,0,15000
3,1500,1,1,2,1,2,1,25000
2,966,1,1,1,1,2,0,16500
3,1400,1,1,1,1,3,0,40000
3,1300,1,1,1,1,2,0,15000
3,1062,1,1,1,1,2,0,12000
3,1850,2,1,1,0,3,0,35000
2,600,2,1,2,1,2,0,8000
2,1000,1,1,1,1,2,0,11000
3,1065,1,1,1,1,3,0,20000
3,950,2,1,2,0,3,0,17000
2,740,1,1,2,2,2,0,9000
2,700,1,1,1,1,2,0,16500
2,880,2,1,2,2,2,0,12000
2,890,1,1,2,0,2,0,12500
2,1100,1,1,2,1,2,0,25000
2,700,1,1,0,1,2,0,15000
3,1155,1,1,2,1,2,0,14000
3,1500,2,1,1,0,3,1,72000
1,550,1,1,2,1,1,0,10000
2,1000,1,1,1,1,2,0,17000
2,550,1,1,2,1,2,0,12000
3,2900,2,1,1,0,3,1,72000
3,2100,1,1,1,1,2,1,26000
2,1000,1,1,2,1,2,0,10500
2,800,1,1,2,1,1,0,15000
2,900,2,1,2,0,1,0,8500
2,800,2,1,1,1,2,0,10000
2,1015,1,1,1,1,3,0,10000
3,1700,1,1,1,1,3,0,25000
1,850,1,1,2,1,1,0,10000
2,1260,1,1,1,1,3,0,13000
2,800,1,1,1,1,2,0,16000
1,550,2,1,2,1,1,0,5000
2,800,2,1,1,1,2,0,9500
3,1200,2,1,1,0,2,0,18000
3,1570,1,1,1,1,3,0,24000
1,570,1,1,1,1,1,0,6166
2,900,1,1,1,1,2,0,20000
2,700,1,1,2,1,2,0,13000
1,500,1,1,2,1,1,0,8000
2,1000,1,1,2,1,2,0,18000
2,700,2,1,2,1,2,0,20000
2,690,1,1,2,1,1,0,14000
2,100,2,1,1,2,2,0,15000
3,1200,2,1,1,1,3,1,25000
2,1200,2,1,1,0,2,1,26000
2,800,1,1,2,1,2,0,9000
3,1157,1,1,2,1,3,0,15000
2,780,1,1,1,1,2,0,15000
3,2792,1,1,0,1,5,0,130000
1,500,1,1,2,1,1,0,7500
2,750,1,1,2,1,2,0,9500
6,1800,1,1,0,1,6,0,60000
1,500,1,1,1,1,1,0,7000
2,1153,1,1,1,2,2,0,23000
1,500,1,1,0,1,1,0,18000
3,1000,2,1,2,1,2,0,18000
1,510,1,1,2,1,1,0,6000
2,730,2,1,1,2,2,0,13000
2,950,1,1,2,1,2,0,15000
2,730,1,1,1,1,2,0,10000
3,1400,1,1,1,1,2,0,22000
2,900,1,1,1,1,2,0,10000
1,506,1,1,2,1,1,0,6500
2,749,1,1,2,1,2,0,7000
1,520,1,1,1,1,1,0,18000
2,850,1,1,2,1,2,0,7000
